seq_id,start,end,strand,feat_id,feat_type,gene,desc
"REL606",1275329,1275979,-1,"ECB_01199","gene","narL",""
"REL606",1275329,1275979,-1,"ECB_01199","CDS","narL","DNA-binding response regulator in two-component regulatory system with NarX (or NarQ)"
"REL606",1275972,1277768,-1,"ECB_01200","gene","narX",""
"REL606",1275972,1277768,-1,"ECB_01200","CDS","narX","sensory histidine kinase in two-component regulatory system with NarL"
"REL606",1278107,1279498,1,"ECB_01201","gene","narK",""
"REL606",1278107,1279498,1,"ECB_01201","CDS","narK","nitrate/nitrite transporter"
"REL606",1279677,1279699,-1,"","gene","terD","JEB manual annotation"
"REL606",1280014,1283757,1,"ECB_01202","gene","narG",""
"REL606",1280014,1283757,1,"ECB_01202","CDS","narG","nitrate reductase 1, alpha subunit"
"REL606",1283754,1285292,1,"ECB_01203","gene","narH",""
"REL606",1283754,1285292,1,"ECB_01203","CDS","narH","nitrate reductase 1, beta (Fe-S) subunit"
"REL606",1285289,1285999,1,"ECB_01204","gene","narJ",""
"REL606",1285289,1285999,1,"ECB_01204","CDS","narJ","molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1"
"REL606",1285999,1286676,1,"ECB_01205","gene","narI",""
"REL606",1285999,1286676,1,"ECB_01205","CDS","narI","nitrate reductase 1, gamma (cytochrome b(NR)) subunit"
"REL606",1286859,1287425,1,"ECB_01206","gene","ECB_01206",""
"REL606",1286859,1287425,1,"ECB_01206","CDS","ECB_01206","hypothetical protein"
"REL606",1286881,1286970,-1,"ECB_01207","gene","tpr",""
"REL606",1286881,1286970,-1,"ECB_01207","CDS","tpr","a protamine-like protein; b1229"
"REL606",1287038,1287122,-1,"ECB_t00025","gene","tyrV",""
"REL606",1287038,1287122,-1,"ECB_t00025","tRNA","tyrV","tRNA-Tyr"
"REL606",1287332,1287416,-1,"ECB_t00026","gene","tyrT",""
"REL606",1287332,1287416,-1,"ECB_t00026","tRNA","tyrT","tRNA-Tyr"
"REL606",1287576,1288418,-1,"ECB_01208","gene","purU",""
"REL606",1287576,1288418,-1,"ECB_01208","CDS","purU","formyltetrahydrofolate deformylase"
"REL606",1288468,1288926,-1,"ECB_01209","gene","ychJ",""
"REL606",1288468,1288926,-1,"ECB_01209","CDS","ychJ","hypothetical protein"
"REL606",1289000,1289944,1,"ECB_01210","gene","ychK",""
"REL606",1289000,1289944,1,"ECB_01210","CDS","ychK","hypothetical protein"
"REL606",1290036,1291049,1,"ECB_01211","gene","hnr",""
"REL606",1290036,1291049,1,"ECB_01211","CDS","hnr","response regulator of RpoS"
"REL606",1291251,1292159,1,"ECB_01212","gene","galU",""
"REL606",1291251,1292159,1,"ECB_01212","CDS","galU","glucose-1-phosphate uridylyltransferase"
"REL606",1292303,1292716,-1,"ECB_01213","gene","hns",""
"REL606",1292303,1292716,-1,"ECB_01213","CDS","hns","global DNA-binding transcriptional dual regulator H-NS"
"REL606",1293320,1293937,1,"ECB_01214","gene","tdk",""
"REL606",1293320,1293937,1,"ECB_01214","CDS","tdk","thymidine kinase"
"REL606",1294239,1296914,-1,"ECB_01215","gene","adhE",""
"REL606",1294239,1296914,-1,"ECB_01215","CDS","adhE","fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase"
"REL606",1297391,1298038,1,"ECB_01216","gene","ychE",""
"REL606",1297391,1298038,1,"ECB_01216","CDS","ychE","predicted inner membrane protein"
"REL606",1298776,1300407,1,"ECB_01217","gene","oppA",""
"REL606",1298776,1300407,1,"ECB_01217","CDS","oppA","oligopeptide transporter subunit"
"REL606",1300493,1301413,1,"ECB_01218","gene","oppB",""
"REL606",1300493,1301413,1,"ECB_01218","CDS","oppB","oligopeptide permease ABC transporter membrane protein"
"REL606",1301428,1302336,1,"ECB_01219","gene","oppC",""
"REL606",1301428,1302336,1,"ECB_01219","CDS","oppC","oligopeptide transporter subunit"
"REL606",1302348,1303361,1,"ECB_01220","gene","oppD",""
"REL606",1302348,1303361,1,"ECB_01220","CDS","oppD","oligopeptide transporter ATP-binding component"
"REL606",1303358,1304362,1,"ECB_01221","gene","oppF",""
"REL606",1303358,1304362,1,"ECB_01221","CDS","oppF","oligopeptide transporter subunit"
"REL606",1304415,1304744,-1,"ECB_01222","gene","yciU",""
"REL606",1304415,1304744,-1,"ECB_01222","CDS","yciU","dsDNA-mimic protein"
"REL606",1304779,1306239,-1,"ECB_01223","gene","cls",""
"REL606",1304779,1306239,-1,"ECB_01223","CDS","cls","cardiolipin synthetase"
"REL606",1306610,1307863,-1,"ECB_01224","gene","kch",""
"REL606",1306610,1307863,-1,"ECB_01224","CDS","kch","voltage-gated potassium channel"
"REL606",1308163,1308459,-1,"ECB_01225","gene","yciI",""
"REL606",1308163,1308459,-1,"ECB_01225","CDS","yciI","predicted enzyme"
"REL606",1308683,1309402,1,"ECB_01226","gene","tonB",""
"REL606",1308683,1309402,1,"ECB_01226","CDS","tonB","membrane spanning protein in TonB-ExbB-ExbD complex"
"REL606",1309442,1309840,-1,"ECB_01227","gene","yciA",""
"REL606",1309442,1309840,-1,"ECB_01227","CDS","yciA","predicted hydrolase"
"REL606",1309945,1310484,-1,"ECB_01228","gene","ispZ",""
"REL606",1309945,1310484,-1,"ECB_01228","CDS","ispZ","intracellular septation protein A"
"REL606",1310514,1311257,-1,"ECB_01229","gene","yciC",""
"REL606",1310514,1311257,-1,"ECB_01229","CDS","yciC","hypothetical protein"
"REL606",1311614,1312252,1,"ECB_01230","gene","yciD",""
"REL606",1311614,1312252,1,"ECB_01230","CDS","yciD","outer membrane protein W"
"REL606",1312312,1312818,-1,"ECB_01231","gene","yciE",""
"REL606",1312312,1312818,-1,"ECB_01231","CDS","yciE","hypothetical protein"
"REL606",1312864,1313364,-1,"ECB_01232","gene","yciF",""
"REL606",1312864,1313364,-1,"ECB_01232","CDS","yciF","hypothetical protein"
"REL606",1313450,1313629,-1,"ECB_01233","gene","yciG",""
"REL606",1313450,1313629,-1,"ECB_01233","CDS","yciG","hypothetical protein"
"REL606",1314010,1314816,-1,"ECB_01234","gene","trpA",""
"REL606",1314010,1314816,-1,"ECB_01234","CDS","trpA","tryptophan synthase subunit alpha"
"REL606",1314816,1316009,-1,"ECB_01235","gene","trpB",""
"REL606",1314816,1316009,-1,"ECB_01235","CDS","trpB","tryptophan synthase subunit beta"
"REL606",1316021,1317379,-1,"ECB_01236","gene","trpC",""
"REL606",1316021,1317379,-1,"ECB_01236","CDS","trpC","bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase"
"REL606",1317383,1318978,-1,"ECB_01237","gene","trpD",""
"REL606",1317383,1318978,-1,"ECB_01237","CDS","trpD","bifunctional indole-3-glycerol-phosphate synthase/anthranilate phosphoribosyltransferase"
"REL606",1318978,1320540,-1,"ECB_01238","gene","trpE",""
"REL606",1318978,1320540,-1,"ECB_01238","CDS","trpE","anthranilate synthase component I"
"REL606",1320632,1320676,-1,"ECB_01239","gene","trpL",""
"REL606",1320632,1320676,-1,"ECB_01239","CDS","trpL","trp operon leader peptide"
"REL606",1320814,1321695,1,"ECB_01240","gene","yciV",""
"REL606",1320814,1321695,1,"ECB_01240","CDS","yciV","hypothetical protein"
"REL606",1321692,1322312,1,"ECB_01241","gene","yciO",""
"REL606",1321692,1322312,1,"ECB_01241","CDS","yciO","hypothetical protein"
"REL606",1322340,1325011,1,"ECB_01242","gene","yciQ","interrupted by IS1"
"REL606",1322340,1322747,1,"ECB_01242","CDS","yciQ","hypothetical protein; b1268_1"
"REL606",1322721,1323488,1,,"repeat_region","IS1","repeat region"
"REL606",1322776,1323051,1,"ECB_01243","gene","insA-11",""
"REL606",1322776,1323051,1,"ECB_01243","CDS","insA-11","IS1 protein InsA"
"REL606",1322970,1323473,1,"ECB_01244","gene","insB-11",""
"REL606",1322970,1323473,1,"ECB_01244","CDS","insB-11","IS1 protein InsA"
"REL606",1323572,1325011,1,"ECB_01242","CDS","yciQ","hypothetical protein; b1268_2"
"REL606",1325224,1326099,1,"ECB_01245","gene","yciL",""
"REL606",1325224,1326099,1,"ECB_01245","CDS","yciL","23S rRNA pseudouridylate synthase"
"REL606",1326139,1326729,-1,"ECB_01246","gene","btuR",""
"REL606",1326139,1326729,-1,"ECB_01246","CDS","btuR","cob(I)yrinic acid a,c-diamide adenosyltransferase"
"REL606",1326726,1327484,-1,"ECB_01247","gene","yciK",""
"REL606",1326726,1327484,-1,"ECB_01247","CDS","yciK","short chain dehydrogenase"
"REL606",1327704,1328753,1,"ECB_01248","gene","sohB",""
"REL606",1327704,1328753,1,"ECB_01248","CDS","sohB","predicted inner membrane peptidase"
"REL606",1328789,1329040,-1,"ECB_01249","gene","yciN",""
"REL606",1328789,1329040,-1,"ECB_01249","CDS","yciN","hypothetical protein"
"REL606",1329420,1332017,1,"ECB_01250","gene","topA",""
"REL606",1329420,1332017,1,"ECB_01250","CDS","topA","DNA topoisomerase I"
"REL606",1332227,1333201,1,"ECB_01251","gene","cysB",""
"REL606",1332227,1333201,1,"ECB_01251","CDS","cysB","DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding"
"REL606",1333532,1333830,1,"ECB_01252","gene","yciX","frameshift; also pseudo in K-12 MG1655"
"REL606",1333532,1333660,1,"ECB_01252","CDS","yciX","predicted protein; b4522(b4574)"
"REL606",1333642,1333830,1,"ECB_01252","CDS","yciX","predicted protein; b4523(b4574)"
"REL606",1334203,1336878,1,"ECB_01253","gene","acnA",""
"REL606",1334203,1336878,1,"ECB_01253","CDS","acnA","aconitate hydratase"
"REL606",1336942,1337532,-1,"ECB_01254","gene","ribA",""
"REL606",1336942,1337532,-1,"ECB_01254","CDS","ribA","GTP cyclohydrolase II protein"
"REL606",1337702,1338466,1,"ECB_01255","gene","pgpB",""
"REL606",1337702,1338466,1,"ECB_01255","CDS","pgpB","phosphatidylglycerophosphatase B"
"REL606",1338615,1338923,1,"ECB_01256","gene","yciS",""
"REL606",1338615,1338923,1,"ECB_01256","CDS","yciS","conserved inner membrane protein"
"REL606",1338930,1340099,1,"ECB_01257","gene","yciM",""
"REL606",1338930,1340099,1,"ECB_01257","CDS","yciM","hypothetical protein"
"REL606",1340116,1340138,-1,"","gene","terA","JEB manual annotation"
"REL606",1340292,1341029,1,"ECB_01258","gene","pyrF",""
"REL606",1340292,1341029,1,"ECB_01258","CDS","pyrF","orotidine 5'-phosphate decarboxylase"
"REL606",1341029,1341355,1,"ECB_01259","gene","yciH",""
"REL606",1341029,1341355,1,"ECB_01259","CDS","yciH","translation intiation factor Sui1"
"REL606",1341481,1341699,-1,"ECB_01260","gene","osmB",""
"REL606",1341481,1341699,-1,"ECB_01260","CDS","osmB","lipoprotein"
"REL606",1341968,1342717,-1,"ECB_01261","gene","yciT",""
"REL606",1341968,1342717,-1,"ECB_01261","CDS","yciT","predicted DNA-binding transcriptional regulator"
"REL606",1343127,1345112,-1,"ECB_01262","gene","yciR",""
"REL606",1343127,1345112,-1,"ECB_01262","CDS","yciR","modulator of Rnase II stability"
"REL606",1345347,1347281,-1,"ECB_01263","gene","rnb",""
"REL606",1345347,1347281,-1,"ECB_01263","CDS","rnb","exoribonuclease II"
"REL606",1347349,1348476,-1,"ECB_01264","gene","yciW",""
"REL606",1347349,1348476,-1,"ECB_01264","CDS","yciW","predicted oxidoreductase"
"REL606",1348620,1349408,-1,"ECB_01265","gene","fabI",""
"REL606",1348620,1349408,-1,"ECB_01265","CDS","fabI","enoyl-(acyl carrier protein) reductase"
"REL606",1349776,1350129,-1,"ECB_01266","gene","ycjD",""
"REL606",1349776,1350129,-1,"ECB_01266","CDS","ycjD","hypothetical protein"
"REL606",1350197,1351003,-1,"ECB_01267","gene","sapF",""
"REL606",1350197,1351003,-1,"ECB_01267","CDS","sapF","predicted antimicrobial peptide transporter subunit"
"REL606",1351005,1351997,-1,"ECB_01268","gene","sapD",""
"REL606",1351005,1351997,-1,"ECB_01268","CDS","sapD","predicted antimicrobial peptide transporter subunit"
"REL606",1351997,1352887,-1,"ECB_01269","gene","sapC",""
"REL606",1351997,1352887,-1,"ECB_01269","CDS","sapC","predicted antimicrobial peptide transporter subunit"
"REL606",1352874,1353839,-1,"ECB_01270","gene","sapB",""
"REL606",1352874,1353839,-1,"ECB_01270","CDS","sapB","predicted antimicrobial peptide transporter subunit"
"REL606",1353836,1355479,-1,"ECB_01271","gene","sapA",""
"REL606",1353836,1355479,-1,"ECB_01271","CDS","sapA","predicted antimicrobial peptide transporter subunit"
"REL606",1355791,1356036,-1,"ECB_01272","gene","ymjA",""
"REL606",1355791,1356036,-1,"ECB_01272","CDS","ymjA","hypothetical protein"
"REL606",1356170,1357555,-1,"ECB_01273","gene","ycjJ",""
"REL606",1356170,1357555,-1,"ECB_01273","CDS","ycjJ","putrescine importer"
"REL606",1357858,1359276,-1,"ECB_01274","gene","ycjK",""
"REL606",1357858,1359276,-1,"ECB_01274","CDS","ycjK","gamma-Glu-putrescine synthase"
"REL606",1359488,1360252,1,"ECB_01275","gene","ycjL",""
"REL606",1359488,1360252,1,"ECB_01275","CDS","ycjL","gamma-Glu-GABA hydrolase"
"REL606",1360279,1360836,1,"ECB_01276","gene","ycjC",""
"REL606",1360279,1360836,1,"ECB_01276","CDS","ycjC","DNA-binding transcriptional repressor"
"REL606",1361111,1362598,1,"ECB_01277","gene","aldH",""
"REL606",1361111,1362598,1,"ECB_01277","CDS","aldH","gamma-Glu-gamma-aminobutyraldehyde dehydrogenase, NAD(P)H-dependent"
"REL606",1362600,1363880,1,"ECB_01278","gene","ordL",""
"REL606",1362600,1363880,1,"ECB_01278","CDS","ordL","gamma-Glu-putrescine oxidase, FAD/NAD(P)-binding"
"REL606",1363918,1365183,1,"ECB_01279","gene","goaG",""
"REL606",1363918,1365183,1,"ECB_01279","CDS","goaG","GABA aminotransferase, PLP-dependent"
"REL606",1365303,1366280,-1,"ECB_01280","gene","pspF",""
"REL606",1365303,1366280,-1,"ECB_01280","CDS","pspF","DNA-binding transcriptional activator"
"REL606",1366447,1367115,1,"ECB_01281","gene","pspA",""
"REL606",1366447,1367115,1,"ECB_01281","CDS","pspA","regulatory protein for phage-shock-protein operon"
"REL606",1367169,1367393,1,"ECB_01282","gene","pspB",""
"REL606",1367169,1367393,1,"ECB_01282","CDS","pspB","phage shock protein B"
"REL606",1367393,1367752,1,"ECB_01283","gene","pspC",""
"REL606",1367393,1367752,1,"ECB_01283","CDS","pspC","DNA-binding transcriptional activator"
"REL606",1367761,1367982,1,"ECB_01284","gene","pspD",""
"REL606",1367761,1367982,1,"ECB_01284","CDS","pspD","peripheral inner membrane phage-shock protein"
"REL606",1368057,1368371,1,"ECB_01285","gene","pspE",""
"REL606",1368057,1368371,1,"ECB_01285","CDS","pspE","thiosulfate:cyanide sulfurtransferase (rhodanese)"
"REL606",1368584,1370263,1,"ECB_01286","gene","ycjM",""
"REL606",1368584,1370263,1,"ECB_01286","CDS","ycjM","predicted glucosyltransferase"
"REL606",1370277,1371569,1,"ECB_01287","gene","ycjN",""
"REL606",1370277,1371569,1,"ECB_01287","CDS","ycjN","predicted sugar transporter subunit: periplasmic-binding component of ABC superfamily"
"REL606",1371590,1372471,1,"ECB_01288","gene","ycjO",""
"REL606",1371590,1372471,1,"ECB_01288","CDS","ycjO","predicted sugar transporter subunit: membrane component of ABC superfamily"
"REL606",1372458,1373300,1,"ECB_01289","gene","ycjP",""
"REL606",1372458,1373300,1,"ECB_01289","CDS","ycjP","predicted sugar transporter subunit: membrane component of ABC superfamily"
"REL606",1373331,1374383,1,"ECB_01290","gene","ycjQ",""
"REL606",1373331,1374383,1,"ECB_01290","CDS","ycjQ","predicted oxidoreductase, Zn-dependent and NAD(P)-binding"
"REL606",1374402,1375190,1,"ECB_01291","gene","ycjR",""
"REL606",1374402,1375190,1,"ECB_01291","CDS","ycjR","predicted enzyme"
"REL606",1375200,1376255,1,"ECB_01292","gene","ycjS",""
"REL606",1375200,1376255,1,"ECB_01292","CDS","ycjS","predicted oxidoreductase, NADH-binding"
"REL606",1376252,1378519,1,"ECB_01293","gene","ycjT",""
"REL606",1376252,1378519,1,"ECB_01293","CDS","ycjT","predicted hydrolase"
"REL606",1378516,1379175,1,"ECB_01294","gene","ycjU",""
"REL606",1378516,1379175,1,"ECB_01294","CDS","ycjU","predicted beta-phosphoglucomutase"
"REL606",1379189,1380271,1,"ECB_01295","gene","ycjV",""
"REL606",1379189,1380271,1,"ECB_01295","CDS","ycjV","putative sugar transport protein"
"REL606",1380316,1381221,1,"ECB_01296","gene","ompG",""
"REL606",1380316,1381221,1,"ECB_01296","CDS","ompG","outer membrane porin"
"REL606",1381332,1382330,-1,"ECB_01297","gene","ycjW",""
"REL606",1381332,1382330,-1,"ECB_01297","CDS","ycjW","predicted DNA-binding transcriptional regulator"
"REL606",1382486,1383883,1,"ECB_01298","gene","ycjX",""
"REL606",1382486,1383883,1,"ECB_01298","CDS","ycjX","conserved protein with nucleoside triphosphate hydrolase domain"
"REL606",1383880,1384941,1,"ECB_01299","gene","ycjF",""
"REL606",1383880,1384941,1,"ECB_01299","CDS","ycjF","hypothetical protein"
"REL606",1385089,1386630,1,"ECB_01300","gene","tyrR",""
"REL606",1385089,1386630,1,"ECB_01300","CDS","tyrR","DNA-binding transcriptional dual regulator, tyrosine-binding"
"REL606",1386674,1387180,-1,"ECB_01301","gene","tpx",""
"REL606",1386674,1387180,-1,"ECB_01301","CDS","tpx","thiol peroxidase"
"REL606",1387299,1388264,1,"ECB_01302","gene","ycjG",""
"REL606",1387299,1388264,1,"ECB_01302","CDS","ycjG","L-Ala-D/L-Glu epimerase"
"REL606",1388239,1389027,-1,"ECB_01303","gene","ycjI",""
"REL606",1388239,1389027,-1,"ECB_01303","CDS","ycjI","murein peptide amidase A"
"REL606",1389049,1389231,-1,"ECB_01304","gene","ymjC","also pseudo in K-12 MG1655"
"REL606",1389049,1389231,-1,"ECB_01304","CDS","ymjC","b4525; predicted oxidoreductase (N-ter)"
"REL606",1389302,1390234,-1,"ECB_01305","gene","ycjY",""
"REL606",1389302,1390234,-1,"ECB_01305","CDS","ycjY","predicted hydrolase"
"REL606",1390360,1391259,1,"ECB_01306","gene","ycjZ",""
"REL606",1390360,1391259,1,"ECB_01306","CDS","ycjZ","predicted DNA-binding transcriptional regulator"
"REL606",1391596,1393209,1,"ECB_01307","gene","mppA",""
"REL606",1391596,1393209,1,"ECB_01307","CDS","mppA","murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit"
"REL606",1393260,1394291,-1,"ECB_01308","gene","ynaI",""
"REL606",1393260,1394291,-1,"ECB_01308","CDS","ynaI","conserved inner membrane protein"
"REL606",1394535,1394792,1,"ECB_01309","gene","ynaJ",""
"REL606",1394535,1394792,1,"ECB_01309","CDS","ynaJ","predicted inner membrane protein"
"REL606",1394842,1395792,-1,"ECB_01310","gene","ydaA",""
"REL606",1394842,1395792,-1,"ECB_01310","CDS","ydaA","stress-induced protein"
"REL606",1395944,1396696,-1,"ECB_01311","gene","fnr",""
"REL606",1395944,1396696,-1,"ECB_01311","CDS","fnr","DNA-binding transcriptional dual regulator, global regulator of anaerobic growth"
"REL606",1396891,1397406,-1,"ECB_01312","gene","ogt",""
"REL606",1396891,1397406,-1,"ECB_01312","CDS","ogt","O-6-alkylguanine-DNA:cysteine-protein methyltransferase"
"REL606",1397417,1398943,-1,"ECB_01313","gene","abgT",""
"REL606",1397417,1398943,-1,"ECB_01313","CDS","abgT","predicted cryptic aminobenzoyl-glutamate transporter"
"REL606",1398980,1400425,-1,"ECB_01314","gene","abgB",""
"REL606",1398980,1400425,-1,"ECB_01314","CDS","abgB","predicted peptidase, aminobenzoyl-glutamate utilization protein"
"REL606",1400425,1401735,-1,"ECB_01315","gene","abgA",""
"REL606",1400425,1401735,-1,"ECB_01315","CDS","abgA","predicted peptidase, aminobenzoyl-glutamate utilization protein"
"REL606",1401911,1402819,1,"ECB_01316","gene","abgR",""
"REL606",1401911,1402819,1,"ECB_01316","CDS","abgR","predicted DNA-binding transcriptional regulator"
"REL606",1403149,1403712,1,"ECB_01317","gene","ydaL",""
"REL606",1403149,1403712,1,"ECB_01317","CDS","ydaL","hypothetical protein"
"REL606",1403733,1404965,-1,"ECB_01318","gene","ydaM",""
"REL606",1403733,1404965,-1,"ECB_01318","CDS","ydaM","predicted diguanylate cyclase, GGDEF domain signalling protein"
"REL606",1405220,1406203,1,"ECB_01319","gene","ydaN",""
"REL606",1405220,1406203,1,"ECB_01319","CDS","ydaN","zinc transporter"
"REL606",1406681,1408054,1,"ECB_01320","gene","dbpA",""
"REL606",1406681,1408054,1,"ECB_01320","CDS","dbpA","ATP-dependent RNA helicase, specific for 23S rRNA"
"REL606",1408183,1409118,-1,"ECB_01321","gene","ydaO",""
"REL606",1408183,1409118,-1,"ECB_01321","CDS","ydaO","predicted C32 tRNA thiolase"
"REL606",1409095,1426590,1,"","misc_feature",,"prophage, Rac-like"
"REL606",1409170,1410405,-1,"ECB_01322","gene","intR",""
"REL606",1409170,1410405,-1,"ECB_01322","CDS","intR","integrase"
"REL606",1410407,1410622,-1,"ECB_01323","gene","xisR",""
"REL606",1410407,1410622,-1,"ECB_01323","CDS","xisR","conserved protein"
"REL606",1410701,1410910,-1,"ECB_01324","gene","ydaC",""
"REL606",1410701,1410910,-1,"ECB_01324","CDS","ydaC","predicted protein"
"REL606",1410903,1411097,-1,"ECB_01325","gene","lar",""
"REL606",1410903,1411097,-1,"ECB_01325","CDS","lar","restriction alleviation protein"
"REL606",1411154,1411963,-1,"ECB_01326","gene","recT",""
"REL606",1411154,1411963,-1,"ECB_01326","CDS","recT","recombination and repair protein"
"REL606",1411956,1414556,-1,"ECB_01327","gene","recE",""
"REL606",1411956,1414556,-1,"ECB_01327","CDS","recE","exonuclease VIII, 5' -> 3' specific dsDNA exonuclease"
"REL606",1414658,1414933,-1,"ECB_01328","gene","racC",""
"REL606",1414658,1414933,-1,"ECB_01328","CDS","racC","predicted protein"
"REL606",1415008,1415178,-1,"ECB_01329","gene","ydaE",""
"REL606",1415008,1415178,-1,"ECB_01329","CDS","ydaE","conserved protein"
"REL606",1415178,1415399,-1,"ECB_01330","gene","kil",""
"REL606",1415178,1415399,-1,"ECB_01330","CDS","kil","inhibitor of ftsZ, killing protein"
"REL606",1415841,1416329,1,"ECB_01331","gene","sieB",""
"REL606",1415841,1416329,1,"ECB_01331","CDS","sieB","phage superinfection exclusion protein"
"REL606",1416326,1416481,-1,"ECB_01332","gene","ydaF",""
"REL606",1416326,1416481,-1,"ECB_01332","CDS","ydaF","predicted protein"
"REL606",1416492,1416626,-1,"ECB_01333","gene","ydaG",""
"REL606",1416492,1416626,-1,"ECB_01333","CDS","ydaG","predicted protein"
"REL606",1416700,1416837,1,"ECB_01334","gene","ECB_01334",""
"REL606",1416700,1416837,1,"ECB_01334","CDS","ECB_01334","putative Lysozyme"
"REL606",1416842,1417186,1,"ECB_01335","gene","ECB_01335",""
"REL606",1416842,1417186,1,"ECB_01335","CDS","ECB_01335","conserved hypothetical protein"
"REL606",1417152,1417424,-1,"ECB_01336","gene","ECB_01336",""
"REL606",1417152,1417424,-1,"ECB_01336","CDS","ECB_01336","conserved hypothetical protein"
"REL606",1417530,1418063,1,"ECB_01337","gene","ydfQ",""
"REL606",1417530,1418063,1,"ECB_01337","CDS","ydfQ","predicted lysozyme"
"REL606",1418225,1418524,1,"ECB_01338","gene","rzpR",""
"REL606",1418225,1418524,1,"ECB_01338","CDS","rzpR","predicted defective peptidase"
"REL606",1418662,1420119,1,"ECB_01339","gene","trkG",""
"REL606",1418662,1420119,1,"ECB_01339","CDS","trkG","potassium transporter subunit"
"REL606",1420257,1420688,1,"ECB_01340","gene","ynaK",""
"REL606",1420257,1420688,1,"ECB_01340","CDS","ynaK","conserved protein"
"REL606",1420721,1421557,1,"ECB_01341","gene","ECB_01341",""
"REL606",1420721,1421557,1,"ECB_01341","CDS","ECB_01341","hypothetical protein"
"REL606",1421656,1423881,1,"ECB_01342","gene","ECB_01342",""
"REL606",1421656,1423881,1,"ECB_01342","CDS","ECB_01342","conserved hypothetical protein"
"REL606",1423878,1424156,1,"ECB_01343","gene","ECB_01343",""
"REL606",1423878,1424156,1,"ECB_01343","CDS","ECB_01343","conserved hypothetical protein"
"REL606",1424169,1424462,1,"ECB_01344","gene","ECB_01344",""
"REL606",1424169,1424462,1,"ECB_01344","CDS","ECB_01344","conserved hypothetical protein"
"REL606",1424690,1425280,-1,"ECB_01345","gene","pinR",""
"REL606",1424690,1425280,-1,"ECB_01345","CDS","pinR","predicted site-specific recombinase"
"REL606",1425597,1425863,-1,"ECB_01346","gene","ynaE",""
"REL606",1425597,1425863,-1,"ECB_01346","CDS","ynaE","predicted DNA-binding transcriptional regulator"
"REL606",1426791,1427225,-1,"ECB_01347","gene","ynaF",""
"REL606",1426791,1427225,-1,"ECB_01347","CDS","ynaF","stress-induced protein, ATP-binding protein"
"REL606",1427366,1428499,-1,"ECB_01348","gene","ompN",""
"REL606",1427366,1428499,-1,"ECB_01348","CDS","ompN","outer membrane pore protein N, non-specific"
"REL606",1428866,1432390,-1,"ECB_01349","gene","ydbK",""
"REL606",1428866,1432390,-1,"ECB_01349","CDS","ydbK","fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein"
"REL606",1432664,1432930,1,"ECB_01350","gene","ydbJ",""
"REL606",1432664,1432930,1,"ECB_01350","CDS","ydbJ","hypothetical protein"
"REL606",1432927,1433349,-1,"ECB_01351","gene","hslJ",""
"REL606",1432927,1433349,-1,"ECB_01351","CDS","hslJ","heat-inducible protein"
"REL606",1433460,1434449,-1,"ECB_01352","gene","ldhA",""
"REL606",1433460,1434449,-1,"ECB_01352","CDS","ldhA","D-lactate dehydrogenase"
"REL606",1434657,1437296,1,"ECB_01353","gene","ydbH",""
"REL606",1434657,1437296,1,"ECB_01353","CDS","ydbH","hypothetical protein"
"REL606",1437293,1437478,1,"ECB_01354","gene","ynbE",""
"REL606",1437293,1437478,1,"ECB_01354","CDS","ynbE","predicted lipoprotein"
"REL606",1437486,1437812,1,"ECB_01355","gene","ydbL",""
"REL606",1437486,1437812,1,"ECB_01355","CDS","ydbL","hypothetical protein"
"REL606",1437984,1438889,-1,"ECB_01356","gene","feaR",""
"REL606",1437984,1438889,-1,"ECB_01356","CDS","feaR","DNA-binding transcriptional dual regulator"
"REL606",1439125,1440624,1,"ECB_01357","gene","feaB",""
"REL606",1439125,1440624,1,"ECB_01357","CDS","feaB","phenylacetaldehyde dehydrogenase"
"REL606",1440683,1442401,-1,"ECB_01358","gene","tynA",""
"REL606",1440683,1442401,-1,"ECB_01358","CDS","tynA","tyramine oxidase, copper-requiring"
"REL606",1442639,1443893,1,,"repeat_region","IS3","repeat region"
"REL606",1442692,1443000,1,"ECB_01359","gene","insE-2",""
"REL606",1442692,1443000,1,"ECB_01359","CDS","insE-2","putative transposase-related protein"
"REL606",1442997,1443863,1,"ECB_01360","gene","insF-2",""
"REL606",1442997,1443863,1,"ECB_01360","CDS","insF-2","IS3 element protein InsF"
"REL606",1443881,1444414,1,"ECB_01361","gene","ydbC",""
"REL606",1443881,1444414,1,"ECB_01361","CDS","ydbC","predicted oxidoreductase, NAD(P)-binding"
"REL606",1444478,1446784,1,"ECB_01362","gene","ydbD",""
"REL606",1444478,1446784,1,"ECB_01362","CDS","ydbD","hypothetical protein"
"REL606",1446955,1447560,1,"ECB_01363","gene","ynbA",""
"REL606",1446955,1447560,1,"ECB_01363","CDS","ynbA","predicted inner membrane protein"
"REL606",1447560,1448456,1,"ECB_01364","gene","ynbB",""
"REL606",1447560,1448456,1,"ECB_01364","CDS","ynbB","predicted CDP-diglyceride synthase"
